id,age,gender,marital.status,yrs.licensed,region
01vLqZ,42,F,Single,17,B
wU2BSn,54,M,Married,26,E
iadzS4,61,M,Divorced,44,C
ADeZfR,31,M,Single,12,A
guIGbe,18,F,Single,2,C
PPXEua,68,M,Married,32,L
qLHOdq,52,m,Winowed,32,A
JueN3d,36,M,Single,11,A
foU4mA,33,M,Single,13,B
dkFtD3,39,F,Married,21,B
0vhZda,41,F,Single,9,C
dTCtnp,34,F,Single,8,D
nAAaf1,62,M,Married,43,J
UsOG4S,24,M,Single,7,A
SLhtnx,40,M,Married,14,C
GuuWFy,85,F,Married,67,D
EHEIVI,53,M,Married,26,A
QPW1th,35,M,Married,7,C
YuCVBu,54,F,Married,19,D
HR1lAW,42,M,Divorced,8,E
AfboSC,42,M,Married,11,A
Z1wZQD,20,M,Single,3,G
cuOxtv,24,F,Single,8,F
vitFBp,47,M,Married,30,M
nQZNOl,41,m,Divorce,10,F
lBRaZe,52,F,Divorced,26,A
gbH2PZ,41,F,Single,20,A
40mrYP,29,M,Divorced,11,E
Fgwhw2,64,F,Married,34,K
yR2eSe,51,F,Single,26,C
HN0JYR,34,M,Single,14,F
fprZ1B,17,F,Single,1,J
kGjjaK,68,F,Divorced,38,A
YSIixy,44,F,Single,18,A
HnuBr2,48,F,Married,25,B
ZGgdQG,63,M,Widowed,42,D
GzRfjc,33,M,Divorced,13,D
XvOyQ1,26,F,Married,4,D
aYoGse,60,M,Widowed,27,C
EgKDjp,43,F,Married,21,C
OaYqC0,38,M,Married,16,E
jR4pCf,42,F,Married,13,B
COGcM1,36,F,Single,18,C
3m3FFK,63,F,Divorced,31,I
jOWbgg,43,F,Single,23,H
SRqkZf,29,F,Single,11,A
njBms4,42,F,Married,15,G
ZG0pCi,44,M,Married,26,C
M4OLBr,27,M,Single,7,A
WJpOsk,30,M,Married,8,E
DZg1Pw,19,F,Single,2,D
immHX0,25,F,Married,5,H
DAQbno,29,F,Married,6,A
2kKEFF,24,F,Single,4,C
MYJj4P,27,F,Married,7,A
tyTZLM,36,M,Single,18,A
UzwZcD,54,M,Widowed,23,A
NjWGSp,39,M,Married,8,D
Fp2RPo,86,M,Married,60,B
IvguwF,56,F,Divorced,35,C
EicQYu,67,F,Divorced,47,D
MmfDSY,20,F,Single,4,G
tXK1Ii,48,M,Winowed,29,J
ejJhhZ,23,M,Married,5,H
mzbIcE,28,F,Single,7,A
TRqPua,30,F,Married,12,B
ZGjgIN,73,M,Married,55,E
RcIi1q,40,F,Single,15,A
OQgwoi,31,M,Married,8,K
jzgDKI,27,F,Divorced,8,M
BWrJLb,51,F,Winowed,30,C
YQvMGP,35,F,Widowed,16,G
v1WHLI,56,M,Widowed,31,E
RfdTBy,39,F,Married,19,L
pMQSqY,51,F,Married,33,C
NDAVPl,40,F,Married,19,A
BsFPJP,40,F,Single,19,D
kQjQBv,54,M,Divorced,27,B
DRqy0t,48,M,Single,29,D
mbZFyV,31,F,Married,11,F
JJpo1M,50,F,Married,25,E
yQqa3e,33,M,Single,11,B
YMHOdM,77,M,Single,40,B
ZFgg4W,43,F,Single,21,A
aJYIql,21,F,Single,2,E
uloAJE,45,M,Married,21,A
rL4PjQ,36,F,Single,16,A
vaHjmF,48,F,Divorced,25,G
yoWUeF,21,F,Single,5,I
wATvNF,54,F,Single,31,A
EkxroS,80,F,Married,58,E
XOZ4AY,75,F,Divorced,52,B
12NBTA,73,M,Married,43,A
eShuRl,59,M,Widowed,34,A
elstyp,28,M,Married,10,C
0P22fx,27,F,Single,6,D
0pUBbe,44,M,Single,11,I
iKaqwD,88,F,Separated,52,L
SiDzfS,56,F,Married,31,B
fYlDBY,24,M,Single,5,E
faajmn,33,M,Single,16,E
aTc0rX,37,M,Divorced,8,A
qbVGZf,37,F,Divorced,10,B
fEXGVw,46,F,Widowed,22,I
yCBbVc,21,M,Single,4,D
gAavVL,55,M,Married,26,A
zZHrlO,45,M,Married,24,G
qeXZbz,44,M,Single,25,F
mugPUT,35,M,Single,12,A
RGrO0x,66,M,Married,46,F
UBgtzV,34,F,Single,15,C
0aNjdy,46,F,Married,22,G
kRYgis,34,M,Married,14,A
ISbOMV,49,F,Married,23,J
swiBio,37,F,Single,16,B
XNsw3N,39,M,Single,6,E
tl1VYh,46,M,Married,25,E
J3JSBk,48,F,Married,9,F
YPKIhW,37,F,Married,8,F
cLXdcK,34,F,Married,17,C
Qu0iyg,29,M,Single,10,A
DnDtWE,25,F,Married,9,E
O2Zxp6,55,m,Married,37,L
zPkmTZ,35,M,Married,11,E
k12obM,29,F,Married,13,D
qTKELe,36,M,Married,14,D
VdqGCF,50,F,Married,17,H
uoeJfc,49,M,Single,19,E
bJB143,57,M,Single,24,D
HEgXmt,68,F,Single,44,H
pBBoxk,57,f,Married,32,J
Vm1PRx,21,M,Single,5,B
Fgsztj,35,F,Married,16,D
3HASGK,53,M,Married,29,F
B1YV2r,25,M,Single,7,A
Gr3cWU,40,F,Single,21,A
oDCMkq,47,M,Single,20,D
mxPrfd,48,M,Married,24,B
IQJU2k,40,M,Married,23,E
sbMSpR,47,M,Married,19,K
kUDI1r,52,F,Divorced,23,F
4aXuLq,62,F,Married,39,A
gmrXFb,44,F,Single,20,E
cfUglb,37,M,Married,12,I
BJkth4,47,M,Married,19,G
jdryRa,29,M,Married,10,J
PagbSl,69,F,Widowed,52,D
fGvytp,83,M,Single,49,D
oG3jnK,45,F,Married,5,F
wjnU3C,31,M,Married,9,H
npnvEd,43,F,Married,15,F
jPsJTw,47,F,Divorced,24,D
c0LojR,48,M,Married,27,I
KZRGBJ,41,F,Married,20,K
4KZvEl,46,M,Married,26,B
0brc03,73,F,Married,41,D
CXoZFF,29,M,Married,10,H
yGTe3V,39,M,Married,18,B
cXKOtb,33,M,Divorced,9,D
LjlCTX,30,F,Married,10,G
yDmTHK,66,F,Single,34,D
1TtjPR,47,M,Widowed,28,H
dRzE3R,68,M,Single,47,B
zXrQUv,20,F,Single,3,A
ntsRPy,34,F,Married,13,E
pWUQ3y,50,M,Married,21,D
G0QoPU,45,F,Married,25,C
1RFLDg,24,M,Single,7,E
fOQj02,47,F,Married,21,C
iJKXmq,54,M,Married,33,B
mHNcRi,32,F,Married,14,A
wSmCiT,20,M,Single,3,F
egY0TT,34,F,Single,6,E
LjBZNn,46,M,Married,19,I
FBDEmC,27,M,Married,5,A
uEkbWJ,36,M,Married,19,I
AogamK,34,M,Widowed,12,M
bDwyr0,53,M,Married,25,D
VbSNFj,50,M,Married,30,E
A1SvKH,40,F,Single,9,B
dVqCYn,62,M,Married,26,E
YsK4km,22,F,Single,5,A
FmmYCG,26,F,Single,8,D
1gkuSq,48,M,Divorced,17,E
DUrQo3,66,M,Married,39,G
n4NQwO,58,M,Married,22,H
WqwBiz,55,F,Married,27,C
W3GDw6,NA,f,Married,9,D
OmMdaP,50,F,Married,21,B
yO0e4c,58,M,Divorced,34,D
F2dWRE,29,m,Single,NA,K
223HRi,44,M,Married,18,A
iqKk3V,71,F,Single,45,A
SSClIq,33,M,Single,7,H
Yvitef,49,M,Single,25,B
CSEUmQ,48,F,Divorced,20,E
bkxeYa,61,M,Married,35,E
i3CWwm,22,F,Single,5,H
fiPwoc,37,f,Single,17,C
LPY2ni,53,M,Married,27,J
ShJouu,71,F,Single,44,A
IbWES3,17,M,Single,1,E
3ALdXt,49,F,Married,21,J
YwTLYU,34,F,Single,14,A
owygsA,18,F,Single,2,F
peSfp6,32,F,Singlr,NA,D
ThOSqP,19,M,Single,3,E
uOazeF,73,M,Married,49,D
2GgvcX,64,F,Separated,30,A
qVuYSo,55,M,Widowed,21,D
VDamF0,37,M,Widowed,12,M
2WK31Y,77,M,Widowed,44,F
ICFfCR,51,M,Married,25,B
0JgXLQ,80,M,Married,56,B
LlHUkI,62,M,Married,38,G
KjhEdw,54,F,Married,15,A
W0KiSc,68,M,Married,45,A
fSEOPl,59,F,Married,28,F
y2OoC4,30,F,Widowed,12,C
uYddkQ,34,F,Single,12,A
YRiXbA,25,M,Divorced,3,K
bMkeWH,33,F,Single,14,A
AHOkdr,37,M,Single,19,B
uhuFGg,35,M,Married,9,C
QRS41A,27,M,Single,9,D
OcbzJg,38,F,Married,16,A
420aKB,37,F,Divorced,13,H
aiXMgQ,26,F,Married,3,D
ElcZyS,62,M,Divorced,44,C
S4ZiMX,29,F,Single,8,D
wADalo,58,M,Married,32,D
dXA4vk,55,F,Single,29,F
gPrVgZ,23,M,Divorced,5,A
MkkFPe,18,F,Single,1,F
nBEYBP,38,M,Single,10,I
rodxbo,33,M,Single,8,D
PmvDGV,32,M,Divorced,12,F
avIhBn,27,M,Married,10,E
uNeZ0x,61,M,Single,28,A
eQZKIj,50,M,Married,28,D
mDN0g2,29,M,Single,10,E
qIKmkI,59,M,Married,36,G
vKcoNH,69,M,Married,47,G
FODZmL,37,M,Single,18,J
FCKP1B,31,M,Married,11,H
PeFymS,41,M,Married,16,A
dFIGwh,24,M,Single,7,A
MFmxGT,48,F,Single,21,A
3Pukqm,44,M,Divorced,18,E
WQonAX,26,M,Single,3,C
pRVzkJ,58,F,Married,34,D
2MwLJN,34,M,Single,9,B
HFIfgw,74,F,Married,50,H
teVGBR,51,M,Married,31,I
oNPc3T,41,M,Single,22,A
vDqOP0,55,M,Separated,32,A
nnvjeZ,69,F,Married,47,A
BwHfIm,67,M,Single,40,E
4RfjSf,26,F,Married,9,E
XLBAPa,74,F,Widowed,51,C
12uM31,72,M,Married,48,B
uCgxpx,52,F,Married,28,C
AoGaxF,45,F,Divorced,22,F
BRjhdY,29,F,Single,10,A
vtLDKU,38,M,Married,17,D
0kfgSr,34,M,Single,15,E
wSxqEI,40,F,Married,15,C
gWblRE,29,M,Married,8,A
gbvlOc,23,M,Single,4,A
jHx2yj,42,M,Single,19,A
QgM3ae,18,M,Separated,2,A
ifLKIB,31,F,Married,12,I
l40aQB,73,M,Widowed,49,A
XwutmT,71,M,Married,39,A
PVkwMg,48,M,Married,19,L
42Kq1Q,29,F,Widowed,11,H
mzDlYu,41,M,Married,19,A
KQOHfq,40,M,Single,21,C
0RUIsg,45,F,Divorced,23,G
SBShUz,42,M,Married,10,C
YhpMjT,56,F,Widowed,18,B
Znmpk0,45,M,Divorced,28,G
EAGaSi,50,M,Married,26,C
lwIaFv,38,F,Married,13,H
q1jp4E,28,M,Single,8,A
Ecsx41,62,M,Married,43,G
faVjLT,36,M,Married,17,A
BmXWfG,22,F,Single,3,D
4FZLgd,38,F,Single,18,H
3mtmxS,38,F,Single,16,G
qjPJzu,25,M,Single,8,E
Vtjae3,40,M,Married,19,C
jF3Pld,30,M,Widowed,8,A
xjXuuQ,58,F,Married,32,F
utwLWG,53,M,Married,19,H
QfhpOH,58,F,Married,31,F
w3xWaF,30,F,Married,7,M
IQNEA0,37,F,Widowed,18,E
WpiYED,21,F,Single,2,G
Es0432,77,M,Married,56,A
ilcqmQ,29,M,Single,9,G
GVnmjp,28,M,Separated,5,A
wg2AbZ,34,M,Divorced,17,B
MSpKXC,67,M,Married,34,G
3EKrhF,44,F,Married,23,A
d3v4Gg,30,F,Married,10,C
mJxYSL,21,F,Single,2,A
CVDuWd,43,F,Single,16,B
03d1xg,29,F,Single,7,A
MOtoEl,61,F,Married,38,H
LJZdfZ,24,M,Single,3,E
j1jFNm,62,M,Married,34,A
uTDL21,40,M,Married,17,A
IoTLQc,23,M,Single,4,K
JCt3e1,63,F,Divorced,33,J
yehkci,28,M,Married,6,I
2g0uZM,26,F,Married,7,F
XuD0RD,39,F,Single,14,E
z3GBNr,74,F,Married,58,L
3oiIBG,57,F,Married,28,F
OZFwye,34,M,Single,15,I
mQpzHE,30,F,Single,12,E
wOdnvC,31,M,Single,11,G
vhpowW,44,M,Married,11,C
HgdLJ0,23,F,Single,5,B
AwqAYd,46,M,Single,12,C
FQONgc,34,F,Married,14,I
nkqyvv,60,F,Married,30,F
uVRnQF,48,M,Single,13,D
aSnBVC,23,M,Single,5,H
MLvAQj,53,F,Single,27,A
PGuqiJ,18,F,Single,2,C
caiHhg,41,F,Married,17,A
gI4Jrr,42,F,Married,10,D
WNtzJw,29,F,Single,8,B
GfNEul,74,M,Divorced,51,E
0lYOwE,75,M,Single,50,A
zxywJd,37,M,Single,14,C
oYJHeq,50,F,Married,24,B
zKafLg,42,M,Single,19,B
dnQYtO,27,F,Single,3,B
yNwUWL,29,F,Single,12,D
AmxoDV,61,M,Married,41,I
oVdshl,28,F,Widowed,10,A
uDllvH,49,F,Married,21,C
FXqbIV,59,M,Married,33,A
GuoEf4,41,F,Divorced,13,C
i3EoUc,50,F,Married,21,A
AAycnF,54,NA,Single,33,G
CGE244,47,F,Married,17,A
F4gUrI,31,M,Winowed,7,A
zE0Bbe,60,M,Married,37,A
ICelPC,67,F,Widowed,45,A
fsCOYc,42,M,Married,8,N
KWZDaV,33,M,Married,15,E
JsUWkb,53,M,Widowed,26,F
2xHv4b,65,F,Separated,29,E
3FJThh,81,F,Married,47,A
fNYfJv,56,M,Single,28,B
jbKJDJ,57,F,Married,37,F
Mg0wTa,45,F,Married,23,A
buLwAi,21,M,Married,4,G
4PlEPF,24,M,Single,7,F
JmbEzr,49,F,Married,13,F
BtcU3J,60,F,Married,39,B
VnCVXP,41,NA,Divorced,18,E
L4qMc3,71,M,Married,32,A
mhQqcy,69,F,Married,49,C
XH3hhu,71,F,Married,48,B
MAadGh,33,F,Married,11,B
v0eFXH,30,F,Married,12,I
SvZnFA,60,F,Single,37,E
ePPYPF,30,M,Single,9,C
gdqOy3,56,M,Married,30,H
cvwWJ0,24,F,Single,6,C
xaWydg,37,F,Married,15,A
XdlhtJ,35,M,Widowed,12,B
DoynbV,29,M,Single,11,F
SCCtuk,51,M,Married,27,C
RGSTxI,44,M,Single,12,D
bdwZzq,20,F,Single,3,A
aAWitz,73,M,Married,46,A
MwvhcW,69,M,Single,41,G
gSdwUI,45,F,Married,24,I
BPmeA3,26,M,Single,9,K
CDcquT,40,M,Married,10,I
BnA2vQ,25,F,Divorced,8,D
uABUSe,22,M,Single,4,B
mCaIlc,48,M,Married,19,H
4KgZzX,52,F,Married,30,A
HzYrWJ,44,F,Divorced,19,A
g40jVD,49,M,Married,30,B
2L1Ztz,38,M,Married,15,C
0pMOZe,75,M,Separated,56,I
tJnt4R,65,F,Divorced,44,B
e2cYEt,75,M,Divorced,45,E
pYCMUs,77,F,Married,55,D
leVdFy,32,M,Divorced,11,A
0uolIN,40,M,Married,19,H
QtI0gY,83,M,Married,52,A
RTKbzj,52,M,Separated,30,A
r2md0P,32,M,Married,12,L
SHhu1G,39,F,Single,20,B
VpmBSM,43,M,Single,19,D
3I1mGz,41,M,Married,21,C
yrmwoR,55,F,Widowed,23,B
rGO1qp,61,M,Married,35,H
cZXR13,62,M,Widowed,40,G
NidCVu,28,F,Single,7,A
E1AIed,28,M,Married,8,A
4eIWnD,29,F,Single,10,G
TLwvER,19,F,Single,2,H
cypc0y,39,M,Single,13,B
yNoCLx,62,F,Married,30,F
oOnJqn,37,F,Divorced,20,C
zwdZvM,28,M,Married,10,G
3DockO,26,F,Single,5,A
KRMLP4,63,M,Separated,38,B
0QX2KM,37,F,Single,13,A
jmdNUb,63,M,Divorced,40,J
Scnyyc,26,F,Married,8,G
AjsubE,38,M,Married,21,G
TIoBo0,33,M,Married,9,A
MPzCmT,40,F,Married,9,E
4QLFuK,42,M,Single,18,A
3ZwXWg,69,M,Married,32,J
ZS2iUy,37,M,Divorced,13,B
4iKSwN,41,F,Single,19,D
ODA1zT,35,M,Married,14,A
B1bdPN,36,F,Married,13,D
IjROFj,24,F,Single,6,C
4wbRXM,41,M,Divorced,8,B
sLqWHw,42,M,Single,5,A
2SvIoN,73,F,Widowed,47,D
ecAPaK,77,F,Separated,49,C
sjs0Mg,43,M,Married,22,L
ivNOIy,31,M,Separated,6,A
wwjEwb,54,F,Single,23,D
fGDEep,27,F,Married,10,A
1mhp2E,35,F,Single,14,A
iitqJD,49,F,Single,29,A
KVhXMm,31,F,Single,7,J
FwFSZu,31,F,Widowed,14,H
cTc1Pc,46,F,Married,13,E
UAUTap,61,M,Married,22,A
j0lOGl,47,F,Married,23,E
FIwRv3,38,m,Married,11,A
ZSIqWg,37,M,Single,15,E
XknIjb,48,M,Married,14,G
UjlVgf,39,M,Married,14,C
xKLSQI,26,F,Single,3,C
APfmif,46,m,Married,28,G
eQCQym,32,M,Single,11,A
eTzMDI,27,M,Married,9,A
svRpKX,37,F,Married,15,A
cnysra,26,M,Single,8,A
hjOWaN,78,F,Widowed,55,C
xrlfdm,68,M,Widowed,43,C
gZpDF0,24,M,Single,7,I
ssBSel,47,M,Divorced,18,A
MIpJFk,50,F,Widowed,23,A
2XDnid,31,M,Single,11,E
ZwdE3w,60,F,Single,43,F
zhfQlC,26,M,Single,8,A
LHZgdR,44,M,Married,20,C
mpNEbZ,57,M,Married,24,C
QULnDR,38,M,Widowed,17,C
JhTOmL,66,M,Married,39,G
lxZ4Gu,37,M,Widowed,18,G
ZJmHwh,66,F,Married,39,H
nXxi32,67,M,Married,43,H
OhUhUK,33,M,Married,9,D
uu2eeo,47,M,Married,27,I
uNdnOa,47,F,Widowed,13,C
3QU2NT,34,M,Divorced,10,F
CKU2pN,75,F,Married,51,C
YrlhWy,44,M,Married,22,A
QAGNf4,73,F,Single,45,C
VK1iyq,55,M,Married,32,C
uKbz10,46,F,Widowed,18,B
cqJkJm,18,M,Single,1,D
BxQOYI,46,M,Married,28,A
1tQIoF,22,M,Single,5,A
iYxcls,62,M,Married,44,A
fFJwXp,51,M,Widowed,26,K
lCaU3p,52,F,Married,25,D
MOKpVx,57,F,Widowed,33,A
ECCi0j,55,F,Married,26,D
SY4d4R,44,M,Married,17,G
DSgqDq,28,F,Single,9,G
242cEv,57,M,Married,19,B
QmaInl,77,M,Married,55,B
d3wqZ4,49,F,Single,25,A
XgFUWy,24,F,Single,3,A
vPyeXT,26,M,Married,5,E
vXns0w,24,M,Married,7,J
aJYyg2,73,M,Married,43,A
oMekFe,71,M,Married,45,B
MvL0ET,60,F,Single,34,C
bPZliH,47,F,Divorced,25,G
k1uXdQ,40,F,Married,17,A
rFGyOB,46,M,Single,21,D
DZJPDH,37,M,Married,14,A
m2PVUX,48,M,Divorced,26,E
jWpWsq,50,M,Widowed,24,C
1skpDF,43,F,Married,19,A
Hobff0,89,F,Widowed,66,E
RWjFuS,46,M,Single,25,C
22yShT,40,F,Married,13,E
IpJCBY,74,F,Widowed,48,A
sZYHLx,65,F,Widowed,40,C
Mp0SIQ,42,F,Single,19,D
evbDHy,39,F,Single,21,A
YA2zue,31,M,Married,14,D
dJBkiP,25,F,Single,3,K
ejO1Os,37,M,Married,11,D
sfhCig,26,M,Single,8,F
fA4qrZ,35,F,Divorced,12,J
mIYDaO,37,F,Single,12,H
C1aAlD,43,F,Married,24,E
JbeMlu,70,M,Widowed,40,C
OYZdVl,43,F,Married,15,B
aLmZ43,42,F,Married,23,H
aDVSCv,23,M,Single,5,D
ZjIuqt,32,M,Single,12,G
3tMulh,22,F,Single,5,F
2gF0X4,30,F,Married,8,A
3tiZXf,47,M,Married,27,B
CUCjS6,45,m,NA,15,D
ZSaOjh,59,M,Married,22,E
bbtpya,42,M,Single,21,H
1P0j1B,60,M,Married,37,I
yH0eQx,63,F,Divorced,34,A
3IerNo,52,F,Single,21,A
tgicvq,44,F,Married,22,A
KN3Qmm,23,F,Single,7,F
c1v3RW,39,F,Married,19,F
uWvVXB,46,M,Single,24,C
t3wte2,26,M,Single,6,C
pd1x1N,35,F,Single,14,A
eyqLhy,89,M,Widowed,67,A
DUJcbi,39,M,Married,11,F
iMEQHO,32,M,Single,13,D
YZzpa4,50,F,Single,29,A
U3omqX,28,F,Divorced,7,G
W0nZJt,29,F,Married,9,G
isjiyw,55,F,Widowed,35,A
WZJUpQ,47,M,Married,30,E
nHKnSn,32,F,Single,8,B
WIdujc,28,F,Divorced,4,K
khsn0E,42,F,Married,11,A
uHsJpj,32,M,Married,11,E
ROgCEW,28,NA,Married,10,A
TU4hh3,51,F,Married,20,C
pWk3lY,71,M,Married,54,D
oltW2u,43,M,Married,10,F
WWrZoL,47,F,Married,15,G
VipAgf,41,M,Widowed,16,C
1uqzok,46,F,Divorced,21,F
3I1YTM,36,M,Married,14,F
pcW0JU,53,M,Married,23,A
su3rF3,44,M,Married,19,D
uPnNZt,31,F,Widowed,12,A
fFCU0L,35,M,Married,18,G
ijbnaV,38,M,Divorced,17,E
FJP4G3,55,F,Married,37,K
cpuydu,45,M,Married,24,B
ZXobFq,33,F,Married,13,D
jgz3NX,26,M,Single,6,D
jFYnlS,39,F,Married,19,A
GWmxgy,38,F,Married,18,C
AnmgAO,30,M,Single,8,B
u1duTD,28,M,Married,7,C
0lkIT2,74,F,Divorced,52,D
zjtcBx,65,F,Separated,45,E
M2pyAV,37,F,Married,12,C
gOwcKg,36,M,Single,10,F
tKxiyg,50,F,Married,27,B
3BWKoZ,47,F,Married,26,A
KgOdH3,18,F,Single,2,C
GHW3sB,70,F,Divorced,53,A
GwVaEW,32,F,Single,12,E
ETlcCw,62,F,Married,23,D
Nk1ZeH,31,F,Single,13,I
Enuauv,32,F,Single,10,H
WPCpDI,45,F,Married,27,G
iGALwL,32,F,Single,7,K
aHu1kE,30,F,Married,12,F
YuctrM,32,F,Married,14,A
LtVSgQ,57,F,Single,31,G
MzbTcq,34,M,Single,15,H
VphOin,30,F,Married,7,F
E2Mebr,59,F,Single,27,B
FicRQp,36,F,Widowed,18,C
y4NNgI,39,M,Married,16,E
eOG0CG,46,M,Married,21,F
dkgzEX,58,M,Married,32,J
rp4jUG,17,M,Single,1,G
rnnqLn,31,F,Married,8,E
OsHs2S,57,M,Married,24,A
DXyLXP,42,F,Separated,18,A
qgy0wM,34,F,Single,11,M
CtKqFl,34,M,Single,14,B
qnksdv,34,F,Married,15,B
eAupA2,56,F,Separated,25,A
NXHG4T,34,F,Married,7,C
2VeNXt,52,M,Widowed,30,G
JqPG4K,36,F,Single,18,E
SPm22E,26,M,Married,7,A
kSiXnU,18,M,Single,2,A
YqRCaq,29,F,Single,9,C
u3IofV,33,M,Married,12,E
gxhqJV,50,M,Widowed,32,A
AqrkwS,46,F,Married,13,D
XOAbEj,26,M,Married,7,G
MLwm2s,29,M,Married,5,B
jY4MTH,46,F,Married,28,A
0jVuVC,43,M,Married,24,E
V3Pw01,44,M,Married,19,A
LrrOFk,32,F,Married,6,G
xlQtg4,29,F,Single,8,D
JOxnSB,25,F,Single,6,C
IBGwsn,73,M,Single,46,I
MuZEKK,31,M,Married,11,B
KW4q12,40,M,Married,13,I
mmVtsP,35,F,Single,12,H
V4OZqx,45,m,Married,22,B
3LnkI3,50,M,Single,24,H
IKkqz4,51,F,Married,32,G
WrClCz,48,M,Widowed,19,G
MoGjBe,24,F,Single,6,G
fvImii,53,F,Married,35,H
LAB4Yj,43,F,Married,16,B
bszIVq,55,F,Married,35,A
uebNKV,35,F,Married,17,F
z2OiFe,49,M,Married,16,B
vCwBGa,49,F,Married,29,A
bMGCJj,36,F,Married,19,C
0TdyAd,50,F,Single,22,G
mDCnGR,25,M,Married,6,G
HkSfqW,22,M,Single,4,A
PTsEyX,20,M,Single,3,G
gEFV1E,45,F,Single,25,D
rDVcwt,62,M,Married,40,A
V1dUos,34,F,Married,10,B
RQgyRT,50,F,Married,24,G
BfblMb,27,M,Divorced,10,B
Ftcoxz,34,F,Single,15,A
GMHjRG,44,M,Separated,21,D
ZHxhzq,26,F,Married,6,D
nvLtC1,80,F,Widowed,60,B
CjwKc3,29,F,Married,10,D
apuChd,62,F,Single,37,H
xQVYMG,18,F,Married,2,D
JLReti,27,F,Married,5,A
RcpigL,29,M,Single,12,A
W30BEB,25,M,Married,6,F
wWh3kX,28,F,Single,8,A
XdPmuJ,25,M,Married,8,A
zChTMY,57,F,Widowed,29,C
CRpqjo,28,M,Single,11,E
qwLvUd,55,M,Married,32,E
DmulmE,53,F,Married,26,A
xzJXUi,67,F,Married,31,A
LBVqVd,27,F,Married,5,G
qHoCVn,30,F,Single,9,A
Ir3gsW,24,F,Single,4,A
SNJath,61,F,Married,34,B
ifCOvj,50,M,Married,24,A
XkhHvo,46,M,Divorced,14,G
AJlQdi,42,M,Divorced,21,A
CdgChS,51,F,Married,27,D
kvusyX,35,F,Married,13,C
jNt4Un,31,F,Married,10,A
ZLlldc,39,M,Married,19,D
Jrynqa,19,M,Single,2,C
pCzScU,48,M,Widowed,7,B
E0Ajau,39,M,Married,16,K
fqyQsD,24,F,Single,6,F
cYMZzb,43,F,Widowed,12,G
YhuzTG,43,M,Divorced,24,B
XbjL1x,53,M,Married,33,A
TydmHr,22,M,Single,5,E
XPzCUF,66,M,Married,33,B
cfuEUI,20,F,Single,3,D
GCMgU0,28,M,Married,9,C
2dPYfm,53,M,Married,23,A
1UW1Qi,43,M,Married,13,A
w1TIGM,58,F,Widowed,29,K
PRnryf,54,F,Married,31,A
v14Mr4,36,F,Married,18,J
mUlzB3,40,F,Married,13,A
eKlF43,33,M,Married,12,J
HFmxfe,49,m,NA,26,B
tc2avJ,56,M,Widowed,31,K
hdRS0d,66,M,Married,43,D
dUYpHm,29,F,Single,12,C
BZYoCe,23,M,Single,3,D
tTJVtO,61,M,Widowed,36,A
oZIXFx,45,M,Single,13,H
poSDyF,66,M,Widowed,46,B
wlAArD,35,M,Widowed,18,D
kGQNhY,48,M,Single,18,C
vmLoYN,20,F,Married,3,F
J0gpKA,35,F,Single,7,F
YhvNSo,55,F,Divorced,19,C
qVbm3B,29,F,Single,3,C
FStlxJ,19,M,Single,2,H
LR2OOl,39,M,Married,17,D
OZDkrV,27,F,Single,6,D
0TXhRm,51,F,Divorced,29,L
CmIFM4,34,F,Widowed,15,A
FgxdvX,33,M,Divorced,8,B
qqPuS0,67,F,Widowed,40,D
YkMXCq,31,F,Divorced,4,A
AiN3KP,69,M,Married,50,G
pPSMzr,62,M,Single,43,C
i1cApi,38,F,Married,7,E
OOyvZG,22,F,Single,4,G
Hsduow,34,M,Single,15,K
eHqpXA,35,M,Widowed,16,B
URKsGf,38,F,Married,14,A
HBGejY,51,F,Married,27,A
HeIzjD,54,M,Married,26,D
0BDDnp,58,F,Married,27,D
VWGKLu,46,F,Married,13,D
ocOuuZ,60,F,Married,43,I
sBEKXY,53,M,Married,31,A
qUsyBu,38,F,Married,13,J
1yJKvF,55,F,Married,36,J
vT4Dbw,35,F,Single,7,F
VMGdE0,71,F,Married,43,A
XdTNUW,38,F,Married,14,C
jwlRbY,44,M,Single,12,A
v13IGZ,25,NA,Singlr,7,L
Mk4ssG,65,F,Single,45,F
zhVENv,37,F,Single,16,F
rHjot4,51,F,Married,19,G
2EsY3p,54,M,Married,12,E
dqCuNX,47,F,Married,24,B
sBjYVr,46,F,Married,19,A
KEAyag,45,F,Married,27,J
pBN4TU,42,M,Married,12,H
jtVYyI,61,F,Married,39,C
tknYCB,33,M,Widowed,14,D
0nsfPG,56,M,Married,34,A
Qvp4P3,23,F,Single,2,G
yJKCy3,54,M,Married,34,J
ZwqMh0,55,F,Single,34,D
mHheQa,44,F,Widowed,18,F
GjRJfV,45,M,Widowed,22,F
djizlx,61,F,Married,25,B
ZJTgZQ,35,M,Married,16,E
TIcR4y,19,F,Single,2,H
Cjn2bP,34,F,Widowed,14,A
SyYt1v,54,M,Married,20,F
iJKvqA,34,F,Married,15,D
lqyakG,47,F,Divorced,27,K
DqW3bc,24,M,Single,6,G
3igqQ2,60,M,Single,38,E
kjogxS,19,M,Single,2,A
NrYYFS,39,M,Married,10,D
fP2XLX,20,M,Single,3,A
ozMhi3,25,F,Single,3,A
IxitHD,24,M,Single,7,A
wnr0Yg,60,M,Widowed,32,A
V2NLmj,42,F,Widowed,19,B
